STEP;TIME;CAR;LEADER;LEADER_DISTANCE;DRIVING_DISTANCE;TCP_DUMP_MSGS;SIGNAL_STRENGTH
30;3.0s;car2;No leader;No leader;Not initialised;[];-60@car2-wlan1
31;3.1s;car1;No leader;No leader;5.459999999999998;[];-60@car1-wlan1
31;3.1s;car2;No leader;No leader;Not initialised;[];-60@car2-wlan1
32;3.2s;car1;No leader;No leader;6.005999999999998;[];-60@car1-wlan1
32;3.2s;car2;No leader;No leader;Not initialised;[];-60@car2-wlan1
33;3.3s;car1;No leader;No leader;6.577999999999998;[];-60@car1-wlan1
33;3.3s;car2;No leader;No leader;Not initialised;[];-60@car2-wlan1
34;3.4s;car1;No leader;No leader;7.175999999999997;[];-60@car1-wlan1
34;3.4s;car2;No leader;No leader;Not initialised;[];-60@car2-wlan1
35;3.5s;car1;No leader;No leader;7.799999999999997;[];-60@car1-wlan1
35;3.5s;car2;No leader;No leader;Not initialised;[];-60@car2-wlan1
36;3.6s;car1;No leader;No leader;8.449999999999998;[];-60@car1-wlan1
36;3.6s;car2;No leader;No leader;Not initialised;[];-60@car2-wlan1
37;3.7s;car1;No leader;No leader;9.125999999999998;[];-60@car1-wlan1
37;3.7s;car2;No leader;No leader;Not initialised;[];-60@car2-wlan1
38;3.8s;car1;No leader;No leader;9.827999999999998;[];-60@car1-wlan1
38;3.8s;car2;No leader;No leader;Not initialised;[];-60@car2-wlan1
39;3.9s;car1;No leader;No leader;10.555999999999997;[];-60@car1-wlan1
39;3.9s;car2;No leader;No leader;Not initialised;[];-60@car2-wlan1
40;4.0s;car1;No leader;No leader;11.309999999999997;[];-60@car1-wlan1
40;4.0s;car2;No leader;No leader;Not initialised;[];-60@car2-wlan1
41;4.1s;car1;No leader;No leader;12.089999999999996;[];-60@car1-wlan1
41;4.1s;car2;car1;0.48999999999999666;Not initialised;[];-60@car2-wlan1
42;4.2s;car1;No leader;No leader;12.895999999999995;[];-60@car1-wlan1
42;4.2s;car2;car1;1.269999999999996;0.0259999999999998;[];-60@car2-wlan1
43;4.3s;car1;No leader;No leader;13.727999999999994;[];-60@car1-wlan1
43;4.3s;car2;car1;2.0499999999999954;0.0779999999999994;[];-60@car2-wlan1
44;4.4s;car1;No leader;No leader;14.585999999999993;[];-60@car1-wlan1
44;4.4s;car2;car1;2.829999999999994;0.1559999999999997;[];-60@car2-wlan1
45;4.5s;car1;No leader;No leader;15.469999999999992;[];-60@car1-wlan1
45;4.5s;car2;car1;3.6099999999999923;0.2599999999999998;[];-60@car2-wlan1
46;4.6s;car1;No leader;No leader;16.379999999999992;[];-60@car1-wlan1
46;4.6s;car2;car1;4.389999999999993;0.3899999999999997;[];-60@car2-wlan1
47;4.7s;car1;No leader;No leader;17.315999999999992;[];-60@car1-wlan1
47;4.7s;car2;car1;5.169999999999993;0.5459999999999994;[];-60@car2-wlan1
48;4.8s;car1;No leader;No leader;18.27799999999999;[];-60@car1-wlan1
48;4.8s;car2;car1;5.949999999999992;0.7279999999999998;[];-60@car2-wlan1
49;4.9s;car1;No leader;No leader;19.26599999999999;[];-60@car1-wlan1
49;4.9s;car2;car1;6.7299999999999915;0.9359999999999999;[];-60@car2-wlan1
50;5.0s;car1;No leader;No leader;20.27999999999999;[];-60@car1-wlan1
50;5.0s;car2;car1;7.509999999999991;1.17;[];-60@car2-wlan1
51;5.1s;car1;No leader;No leader;21.31999999999999;[];-60@car1-wlan1
51;5.1s;car2;car1;8.28999999999999;1.4299999999999997;[];-60@car2-wlan1
52;5.2s;car1;No leader;No leader;22.38599999999999;[];-60@car1-wlan1
52;5.2s;car2;car1;9.06999999999999;1.7159999999999993;[];-60@car2-wlan1
53;5.3s;car1;obs;69.22200000000001;23.477999999999987;[];-60@car1-wlan1
53;5.3s;car2;car1;9.849999999999987;2.0279999999999996;[];-60@car2-wlan1
54;5.4s;car1;obs;68.10400000000001;24.595999999999986;[];-60@car1-wlan1
54;5.4s;car2;car1;10.629999999999987;2.3659999999999997;[];-60@car2-wlan1
55;5.5s;car1;obs;66.96000000000002;25.739999999999984;[];-60@car1-wlan1
55;5.5s;car2;car1;11.409999999999986;2.7299999999999995;[];-60@car2-wlan1
56;5.6s;car1;obs;65.79000000000002;26.909999999999982;[];-60@car1-wlan1
56;5.6s;car2;car1;12.189999999999984;3.119999999999999;[];-60@car2-wlan1
57;5.7s;car1;obs;64.59400000000002;28.10599999999998;[];-60@car1-wlan1
57;5.7s;car2;car1;12.969999999999981;3.5359999999999996;[];-60@car2-wlan1
58;5.8s;car1;obs;63.37200000000003;29.327999999999978;[];-60@car1-wlan1
58;5.8s;car2;car1;13.749999999999979;3.9779999999999998;[];-60@car2-wlan1
59;5.9s;car1;obs;62.124000000000024;30.57599999999998;[];-60@car1-wlan1
59;5.9s;car2;car1;14.52999999999998;4.446;[];-60@car2-wlan1
60;6.0s;car1;obs;60.85000000000002;31.84999999999998;[];-60@car1-wlan1
60;6.0s;car2;car1;15.309999999999981;4.9399999999999995;[];-60@car2-wlan1
61;6.1s;car1;obs;59.550000000000026;33.14999999999998;[];-60@car1-wlan1
61;6.1s;car2;car1;16.08999999999998;5.459999999999999;[];-60@car2-wlan1
62;6.2s;car1;obs;58.246693129878395;34.45330687012161;[];-60@car1-wlan1
62;6.2s;car2;car1;16.84730687012161;6.0059999999999985;[];-60@car2-wlan1
63;6.3s;car1;obs;56.943386259756764;35.75661374024324;[];-60@car1-wlan1
63;6.3s;car2;car1;17.57861374024324;6.577999999999998;[];-60@car2-wlan1
64;6.4s;car1;obs;55.64007938963513;37.05992061036487;[];-60@car1-wlan1
64;6.4s;car2;car1;18.283920610364873;7.175999999999997;[];-60@car2-wlan1
65;6.5s;car1;obs;54.3367725195135;38.3632274804865;[];-60@car1-wlan1
65;6.5s;car2;car1;18.963227480486506;7.799999999999995;[];-60@car2-wlan1
66;6.6s;car1;obs;53.03346564939187;39.66653435060813;[];-60@car1-wlan1
66;6.6s;car2;car1;19.616534350608134;8.449999999999996;[];-60@car2-wlan1
67;6.7s;car1;obs;51.73015877927024;40.96984122072976;[];-60@car1-wlan1
67;6.7s;car2;car1;20.243841220729767;9.125999999999996;[];-60@car2-wlan1
68;6.8s;car1;obs;50.42685190914861;42.27314809085139;[];-60@car1-wlan1
68;6.8s;car2;car1;20.845148090851396;9.827999999999996;[];-60@car2-wlan1
69;6.9s;car1;obs;49.12354503902698;43.576454960973024;[];-60@car1-wlan1
69;6.9s;car2;car1;21.42045496097303;10.555999999999996;[];-60@car2-wlan1
70;7.0s;car1;car3;12.744135889698688;44.879761831094655;[];-60@car1-wlan1
70;7.0s;car2;No leader;No leader;11.309999999999997;[];-60@car2-wlan1
71;7.1s;car1;car3;12.94465382964317;46.183068701216285;[];-60@car1-wlan1
71;7.1s;car2;No leader;No leader;12.089999999999998;[];-60@car2-wlan1
72;7.2s;car1;car3;13.145171769587654;47.486375571337916;[];-60@car1-wlan1
72;7.2s;car2;No leader;No leader;12.895999999999999;[];-60@car2-wlan1
73;7.3s;car1;car3;13.345689709532136;48.78968244145955;[];-60@car1-wlan1
73;7.3s;car2;No leader;No leader;13.728;[];-60@car2-wlan1
74;7.4s;car1;car3;13.54620764947662;50.09298931158118;[];-60@car1-wlan1
74;7.4s;car2;No leader;No leader;14.586;[];-60@car2-wlan1
75;7.5s;car1;car3;13.746725589421104;51.39629618170281;[];-60@car1-wlan1
75;7.5s;car2;No leader;No leader;15.47;[];-60@car2-wlan1
76;7.6s;car1;car3;13.94724352936559;52.69960305182443;[];-60@car1-wlan1
76;7.6s;car2;No leader;No leader;16.380000000000003;[];-60@car2-wlan1
77;7.7s;car1;car3;14.147761469310076;54.00290992194606;[];-60@car1-wlan1
77;7.7s;car2;No leader;No leader;17.316000000000003;[];-60@car2-wlan1
78;7.8s;car1;car3;14.348279409254562;55.30621679206769;[];-60@car1-wlan1
78;7.8s;car2;No leader;No leader;18.278;[];-60@car2-wlan1
79;7.9s;car1;car3;14.548797349199049;56.60952366218932;[];-60@car1-wlan1
79;7.9s;car2;No leader;No leader;19.266;[];-60@car2-wlan1
80;8.0s;car1;car3;14.749315289143535;57.91283053231095;[];-60@car1-wlan1
80;8.0s;car2;No leader;No leader;20.28;[];-60@car2-wlan1
81;8.1s;car1;car3;14.949833229088021;59.21613740243257;[];-60@car1-wlan1
81;8.1s;car2;obs;67.28;21.32;[];-60@car2-wlan1
82;8.2s;car1;car3;15.150351169032508;60.519444272554196;[];-60@car1-wlan1
82;8.2s;car2;obs;66.214;22.385999999999996;[];-60@car2-wlan1
83;8.3s;car1;car3;15.350869108976994;61.82275114267583;[];-60@car1-wlan1
83;8.3s;car2;obs;65.12200000000001;23.477999999999994;[];-60@car2-wlan1
84;8.4s;car1;car3;15.55138704892148;63.12605801279746;[];-60@car1-wlan1
84;8.4s;car2;obs;64.004;24.595999999999997;[];-60@car2-wlan1
85;8.5s;car1;car3;15.751904988865967;64.42936488291909;[];-60@car1-wlan1
85;8.5s;car2;obs;62.860000000000014;25.739999999999995;[];-60@car2-wlan1
86;8.6s;car1;car3;15.952422928810453;65.7326717530407;[];-60@car1-wlan1
86;8.6s;car2;obs;61.69000000000001;26.90999999999999;[];-60@car2-wlan1
87;8.7s;car1;car3;16.15294086875494;67.03597862316234;[];-60@car1-wlan1
87;8.7s;car2;obs;60.494000000000014;28.105999999999987;[];-60@car2-wlan1
88;8.8s;car1;car3;16.353458808699425;68.33928549328397;[];-60@car1-wlan1
88;8.8s;car2;obs;59.27200000000001;29.32799999999999;[];-60@car2-wlan1
89;8.9s;car1;car3;16.55397674864391;69.64259236340558;[];-60@car1-wlan1
89;8.9s;car2;obs;58.024000000000015;30.575999999999986;[];-60@car2-wlan1
90;9.0s;car1;car3;16.754494688588398;70.94589923352721;[];-60@car1-wlan1
90;9.0s;car2;obs;56.750000000000014;31.849999999999987;[];-60@car2-wlan1
91;9.1s;car1;car3;16.955012628532884;72.24920610364885;[];-60@car1-wlan1
91;9.1s;car2;obs;55.45000000000002;33.149999999999984;[];-60@car2-wlan1
92;9.2s;car1;car3;17.15553056847737;73.55251297377048;[];-60@car1-wlan1
92;9.2s;car2;obs;54.12400000000002;34.475999999999985;[];-60@car2-wlan1
93;9.3s;car1;car3;17.356048508421857;74.8558198438921;[];-60@car1-wlan1
93;9.3s;car2;obs;52.77200000000002;35.82799999999998;[];-60@car2-wlan1
94;9.4s;car1;car3;17.556566448366343;76.15912671401372;[];-60@car1-wlan1
94;9.4s;car2;obs;51.39400000000002;37.20599999999998;[];-60@car2-wlan1
95;9.5s;car1;car3;17.75708438831083;77.46243358413535;[];-60@car1-wlan1
95;9.5s;car2;obs;49.990564301524245;38.60943569847576;[];-60@car2-wlan1
96;9.6s;car1;car3;17.95760232825532;78.76574045425699;[];-60@car1-wlan1
96;9.6s;car2;obs;48.58712860304847;40.01287139695153;[];-60@car2-wlan1
97;9.7s;car1;car3;18.158120268199806;80.0690473243786;[];-60@car1-wlan1
97;9.7s;car2;obs;47.183692904572695;41.41630709542731;[];-60@car2-wlan1
98;9.8s;car1;car3;18.358638208144292;81.37235419450025;[];-60@car1-wlan1
98;9.8s;car2;obs;45.78025720609692;42.81974279390308;[];-60@car2-wlan1
99;9.9s;car1;car3;18.559156148088775;82.67566106462186;[];-60@car1-wlan1
99;9.9s;car2;obs;44.376821507621145;44.22317849237886;[];-60@car2-wlan1
100;10.0s;car1;car3;18.759674088033254;83.97896793474351;[];-60@car1-wlan1
100;10.0s;car2;No leader;No leader;45.62661419085463;[];-60@car2-wlan1
101;10.1s;car1;car3;18.960192027977737;85.28227480486512;[];-60@car1-wlan1
101;10.1s;car2;No leader;No leader;47.03004988933041;[];-60@car2-wlan1
