STEP;TIME;CAR;LEADER;LEADER_DISTANCE;DRIVING_DISTANCE;TCP_DUMP_MSGS;SIGNAL_STRENGTH
7;0.7s;car1;No leader;No leader;Not initialised;"[b'14:56:44.395370 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Y.@.@.\\f..........#..iC.CAM::192.168.1.1::{""time"": ""0.2"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:44.402344 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...d.@.@.Qn..........#.....CAM::192.168.1.2::{""time"": ""0.2"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:44.545708 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Y.@.@.\\G..........#..iB.CAM::192.168.1.1::{""time"": ""0.3"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:44.550440 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...d.@.@.Q]..........#.....CAM::192.168.1.2::{""time"": ""0.3"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:44.746451 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Y.@.@.\\C..........#..iA.CAM::192.168.1.1::{""time"": ""0.4"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:44.751954 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...d.@.@.QR..........#.....CAM::192.168.1.2::{""time"": ""0.4"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:44.896668 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Y.@.@.\\;..........#..i@.CAM::192.168.1.1::{""time"": ""0.5"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:44.901235 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...d.@.@.QL..........#.....CAM::192.168.1.2::{""time"": ""0.5"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:45.046805 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Y.@.@.\\2..........#..i?.CAM::192.168.1.1::{""time"": ""0.6"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:45.051250 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...d.@.@.Q2..........#.....CAM::192.168.1.2::{""time"": ""0.6"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n']";-77.0@car1-wlan1
7;0.7s;car2;No leader;No leader;Not initialised;"[b'14:56:44.398327 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...d.@.@.Qn..........#.....CAM::192.168.1.2::{""time"": ""0.2"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:44.399364 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Y.@.@.\\f..........#..iC.CAM::192.168.1.1::{""time"": ""0.2"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:44.547446 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...d.@.@.Q]..........#.....CAM::192.168.1.2::{""time"": ""0.3"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:44.548141 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Y.@.@.\\G..........#..iB.CAM::192.168.1.1::{""time"": ""0.3"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:44.748848 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Y.@.@.\\C..........#..iA.CAM::192.168.1.1::{""time"": ""0.4"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:44.749151 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...d.@.@.QR..........#.....CAM::192.168.1.2::{""time"": ""0.4"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:44.898280 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...d.@.@.QL..........#.....CAM::192.168.1.2::{""time"": ""0.5"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:44.899161 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Y.@.@.\\;..........#..i@.CAM::192.168.1.1::{""time"": ""0.5"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:45.048360 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...d.@.@.Q2..........#.....CAM::192.168.1.2::{""time"": ""0.6"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:45.049047 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Y.@.@.\\2..........#..i?.CAM::192.168.1.1::{""time"": ""0.6"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n']";-77.0@car2-wlan1
8;0.8s;car1;No leader;No leader;Not initialised;[];-77.0@car1-wlan1
8;0.8s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
9;0.9s;car1;No leader;No leader;Not initialised;[];-77.0@car1-wlan1
9;0.9s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
10;1.0s;car1;No leader;No leader;Not initialised;[];-77.0@car1-wlan1
10;1.0s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
11;1.1s;car1;No leader;No leader;Not initialised;[];-77.0@car1-wlan1
11;1.1s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
12;1.2s;car1;No leader;No leader;0.026000000000000023;[];-77.0@car1-wlan1
12;1.2s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
13;1.3s;car1;No leader;No leader;0.07800000000000007;"[b'14:56:45.247604 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Z.@.@.\\...........#..i>.CAM::192.168.1.1::{""time"": ""0.7"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:45.253019 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...d.@.@.Q(..........#.....CAM::192.168.1.2::{""time"": ""0.7"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:45.397405 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Z.@.@.[...........#..i=.CAM::192.168.1.1::{""time"": ""0.8"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:45.402775 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...d.@.@.Q""..........#.....CAM::192.168.1.2::{""time"": ""0.8"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:45.597103 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}ZA@.@.[...........#..i<.CAM::192.168.1.1::{""time"": ""0.9"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:45.601694 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...e\t@.@.P...........#.....CAM::192.168.1.2::{""time"": ""0.9"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:45.747158 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Z_@.@.[...........#..iD.CAM::192.168.1.1::{""time"": ""1.0"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:45.752840 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...e.@.@.P...........#.....CAM::192.168.1.2::{""time"": ""1.0"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:45.947257 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Z.@.@.[...........#..iC.CAM::192.168.1.1::{""time"": ""1.1"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:45.952246 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...e4@.@.P...........#.....CAM::192.168.1.2::{""time"": ""1.1"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:46.097514 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 100\n', b'E...Z.@.@.[...........#..l..CAM::192.168.1.1::{""time"": ""1.2"", ""position"": ""(1.026, -4.8, 0)"", ""speed"": ""0.26"", ""leader"": ""None""}\n', b'14:56:46.102871 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...eD@.@.P...........#.....CAM::192.168.1.2::{""time"": ""1.2"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n']";-77.0@car1-wlan1
13;1.3s;car2;No leader;No leader;Not initialised;"[b'14:56:45.249236 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...d.@.@.Q(..........#.....CAM::192.168.1.2::{""time"": ""0.7"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:45.249934 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Z.@.@.\\...........#..i>.CAM::192.168.1.1::{""time"": ""0.7"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:45.399204 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...d.@.@.Q""..........#.....CAM::192.168.1.2::{""time"": ""0.8"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:45.399929 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Z.@.@.[...........#..i=.CAM::192.168.1.1::{""time"": ""0.8"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:45.599113 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...e\t@.@.P...........#.....CAM::192.168.1.2::{""time"": ""0.9"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:45.599665 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}ZA@.@.[...........#..i<.CAM::192.168.1.1::{""time"": ""0.9"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:45.748694 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...e.@.@.P...........#.....CAM::192.168.1.2::{""time"": ""1.0"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:45.750540 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Z_@.@.[...........#..iD.CAM::192.168.1.1::{""time"": ""1.0"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:45.949094 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...e4@.@.P...........#.....CAM::192.168.1.2::{""time"": ""1.1"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:45.949642 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Z.@.@.[...........#..iC.CAM::192.168.1.1::{""time"": ""1.1"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'14:56:46.099033 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...eD@.@.P...........#.....CAM::192.168.1.2::{""time"": ""1.2"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:46.099766 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 100\n', b'E...Z.@.@.[...........#..l..CAM::192.168.1.1::{""time"": ""1.2"", ""position"": ""(1.026, -4.8, 0)"", ""speed"": ""0.26"", ""leader"": ""None""}\n']";-77.0@car2-wlan1
14;1.4s;car1;No leader;No leader;0.15600000000000014;[];-77.0@car1-wlan1
14;1.4s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
15;1.5s;car1;No leader;No leader;0.26000000000000023;[];-77.0@car1-wlan1
15;1.5s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
16;1.6s;car1;No leader;No leader;0.3900000000000001;[];-77.0@car1-wlan1
16;1.6s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
17;1.7s;car1;No leader;No leader;0.5460000000000003;"[b'14:56:46.297241 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 100\n', b'E...Z.@.@.[Z..........#..l..CAM::192.168.1.1::{""time"": ""1.3"", ""position"": ""(1.078, -4.8, 0)"", ""speed"": ""0.52"", ""leader"": ""None""}\n', b'14:56:46.305103 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...e]@.@.P...........#.....CAM::192.168.1.2::{""time"": ""1.3"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:46.497480 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 113\n', b'E...Z.@.@.[...........#..y^.CAM::192.168.1.1::{""time"": ""1.4"", ""position"": ""(1.1560000000000001, -4.8, 0)"", ""speed"": ""0.78"", ""leader"": ""None""}\n', b'14:56:46.502834 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...ex@.@.P...........#.....CAM::192.168.1.2::{""time"": ""1.4"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:46.697561 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 113\n', b'E...[#@.@.Z...........#..yf.CAM::192.168.1.1::{""time"": ""1.5"", ""position"": ""(1.2600000000000002, -4.8, 0)"", ""speed"": ""1.04"", ""leader"": ""None""}\n', b'14:56:46.703389 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...e.@.@.PX..........#.....CAM::192.168.1.2::{""time"": ""1.5"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:46.847257 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 112\n', b'E...[0@.@.Z...........#..x:.CAM::192.168.1.1::{""time"": ""1.6"", ""position"": ""(1.3900000000000001, -4.8, 0)"", ""speed"": ""1.3"", ""leader"": ""None""}\n', b'14:56:46.852346 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...e.@.@.P?..........#.....CAM::192.168.1.2::{""time"": ""1.6"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n']";-77.0@car1-wlan1
17;1.7s;car2;No leader;No leader;Not initialised;"[b'14:56:46.299135 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...e]@.@.P...........#.....CAM::192.168.1.2::{""time"": ""1.3"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:46.299616 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 100\n', b'E...Z.@.@.[Z..........#..l..CAM::192.168.1.1::{""time"": ""1.3"", ""position"": ""(1.078, -4.8, 0)"", ""speed"": ""0.52"", ""leader"": ""None""}\n', b'14:56:46.499046 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...ex@.@.P...........#.....CAM::192.168.1.2::{""time"": ""1.4"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:46.499849 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 113\n', b'E...Z.@.@.[...........#..y^.CAM::192.168.1.1::{""time"": ""1.4"", ""position"": ""(1.1560000000000001, -4.8, 0)"", ""speed"": ""0.78"", ""leader"": ""None""}\n', b'14:56:46.699525 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...e.@.@.PX..........#.....CAM::192.168.1.2::{""time"": ""1.5"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:46.700140 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 113\n', b'E...[#@.@.Z...........#..yf.CAM::192.168.1.1::{""time"": ""1.5"", ""position"": ""(1.2600000000000002, -4.8, 0)"", ""speed"": ""1.04"", ""leader"": ""None""}\n', b'14:56:46.849285 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...e.@.@.P?..........#.....CAM::192.168.1.2::{""time"": ""1.6"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:46.849662 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 112\n', b'E...[0@.@.Z...........#..x:.CAM::192.168.1.1::{""time"": ""1.6"", ""position"": ""(1.3900000000000001, -4.8, 0)"", ""speed"": ""1.3"", ""leader"": ""None""}\n']";-77.0@car2-wlan1
18;1.8s;car1;No leader;No leader;0.7280000000000002;[];-77.0@car1-wlan1
18;1.8s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
19;1.9s;car1;No leader;No leader;0.9360000000000002;[];-77.0@car1-wlan1
19;1.9s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
20;2.0s;car1;No leader;No leader;1.17;[];-77.0@car1-wlan1
20;2.0s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
21;2.1s;car1;No leader;No leader;1.4299999999999997;"[b'14:56:47.247782 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 113\n', b'E...[.@.@.Z}..........#..yY.CAM::192.168.1.1::{""time"": ""1.7"", ""position"": ""(1.5460000000000003, -4.8, 0)"", ""speed"": ""1.56"", ""leader"": ""None""}\n', b'14:56:47.254841 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...f.@.@.O...........#.....CAM::192.168.1.2::{""time"": ""1.7"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:47.397901 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 113\n', b'E...[.@.@.ZX..........#..yX.CAM::192.168.1.1::{""time"": ""1.8"", ""position"": ""(1.7280000000000004, -4.8, 0)"", ""speed"": ""1.82"", ""leader"": ""None""}\n', b'14:56:47.402338 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...f$@.@.O...........#.....CAM::192.168.1.2::{""time"": ""1.8"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:47.598316 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 113\n', b'E...[.@.@.ZE..........#..yQ.CAM::192.168.1.1::{""time"": ""1.9"", ""position"": ""(1.9360000000000002, -4.8, 0)"", ""speed"": ""2.08"", ""leader"": ""None""}\n', b'14:56:47.603675 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...fF@.@.O...........#.....CAM::192.168.1.2::{""time"": ""1.9"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:47.748822 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 99\n', b'E...[.@.@.ZP..........#..k.#CAM::192.168.1.1::{""time"": ""2.0"", ""position"": ""(2.17, -4.8, 0)"", ""speed"": ""2.34"", ""leader"": ""None""}\n', b'14:56:47.754306 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...fb@.@.O...........#.....CAM::192.168.1.2::{""time"": ""2.0"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n']";-77.0@car1-wlan1
21;2.1s;car2;No leader;No leader;Not initialised;"[b'14:56:47.249646 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...f.@.@.O...........#.....CAM::192.168.1.2::{""time"": ""1.7"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:47.250094 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 113\n', b'E...[.@.@.Z}..........#..yY.CAM::192.168.1.1::{""time"": ""1.7"", ""position"": ""(1.5460000000000003, -4.8, 0)"", ""speed"": ""1.56"", ""leader"": ""None""}\n', b'14:56:47.399536 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...f$@.@.O...........#.....CAM::192.168.1.2::{""time"": ""1.8"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:47.400205 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 113\n', b'E...[.@.@.ZX..........#..yX.CAM::192.168.1.1::{""time"": ""1.8"", ""position"": ""(1.7280000000000004, -4.8, 0)"", ""speed"": ""1.82"", ""leader"": ""None""}\n', b'14:56:47.600795 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...fF@.@.O...........#.....CAM::192.168.1.2::{""time"": ""1.9"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'14:56:47.600960 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 113\n', b'E...[.@.@.ZE..........#..yQ.CAM::192.168.1.1::{""time"": ""1.9"", ""position"": ""(1.9360000000000002, -4.8, 0)"", ""speed"": ""2.08"", ""leader"": ""None""}\n', b'14:56:47.751067 IP 192.168.1.1.33197 > 192.168.1.255.9090: UDP, length 99\n', b'E...[.@.@.ZP..........#..k.#CAM::192.168.1.1::{""time"": ""2.0"", ""position"": ""(2.17, -4.8, 0)"", ""speed"": ""2.34"", ""leader"": ""None""}\n', b'14:56:47.751489 IP 192.168.1.2.34202 > 192.168.1.255.9090: UDP, length 126\n', b'E...fb@.@.O...........#.....CAM::192.168.1.2::{""time"": ""2.0"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n']";-77.0@car2-wlan1
22;2.2s;car1;No leader;No leader;1.7159999999999997;[];-77.0@car1-wlan1
22;2.2s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
23;2.3s;car1;No leader;No leader;2.0279999999999996;[];-77.0@car1-wlan1
23;2.3s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
24;2.4s;car1;No leader;No leader;2.3659999999999997;[];-77.0@car1-wlan1
24;2.4s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
25;2.5s;car1;No leader;No leader;2.7299999999999995;[];-77.0@car1-wlan1
25;2.5s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
26;2.6s;car1;No leader;No leader;3.119999999999999;[];-77.0@car1-wlan1
26;2.6s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
27;2.7s;car1;No leader;No leader;3.5359999999999987;[];-77.0@car1-wlan1
27;2.7s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
